POKEMON,DEX,TYPE 1,TYPE 2,TIER,RARITY,SRL,TAG,ITEM,ABILITY,EV SPREAD,NATURE,IV SPREAD,MOVE 1,MOVE 2,MOVE 3,MOVE 4,GENERATED (D),GENERATED (N),GENERATED (R),PICKED (D),PICKED (N),BANNED
Gabite,444,Dragon,Ground,NFE,COMMON,6,,Choice Scarf,Rough Skin,252 Atk / 4 Def / 252 Spe,Jolly,,Earthquake,Outrage,Dragon Claw,Stone Edge,0,0,0,0,0,0
Garchomp,445,Dragon,Ground,OU,ULTRA-RARE,13,UBER,Choice Scarf,Rough Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Outrage,Earthquake,Fire Fang,Rock Slide,0,0,0,0,0,0
Garchomp,445,Dragon,Ground,OU,ULTRA-RARE,6,SAND,Garchompite,Rough Skin,4 Atk / 252 SpA / 252 Spe,Naive,,Draco Meteor,Stone Edge,Fire Blast,Earthquake,0,0,0,0,0,0
Garchomp,445,Dragon,Ground,OU,ULTRA-RARE,13,,Rockium Z,Rough Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Swords Dance,Earthquake,Stone Edge,Stealth Rock,0,0,0,0,0,0
Garchomp,445,Dragon,Ground,OU,ULTRA-RARE,13,,Rocky Helmet,Rough Skin,252 HP / 4 Def / 252 Spe,Jolly,,Stealth Rock,Fire Blast,Earthquake,Toxic,0,0,0,0,0,0
Garchomp,445,Dragon,Ground,OU,ULTRA-RARE,6,,Garchompite,Rough Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Stomping Tantrum,Dragon Claw,Swords Dance,Fire Fang,0,0,0,0,0,0
Garchomp,445,Dragon,Ground,OU,ULTRA-RARE,6,SAND,Garchompite,Rough Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Stone Edge,Swords Dance,Stealth Rock,Earthquake,0,0,0,0,0,0
Munchlax,446,Normal,,LC,NONE,-1,,Berry Juice,Thick Fat,236 Atk / 36 Def / 236 SpD,Adamant,,Return,Earthquake,Pursuit,Recycle,0,0,0,0,0,0
Munchlax,446,Normal,,LC,NONE,-1,,Berry Juice,Thick Fat,236 Atk / 36 Def / 236 SpD,Adamant,,Body Slam,Fire Punch,Whirlwind,Recycle,0,0,0,0,0,0
Munchlax,446,Normal,,LC,NONE,-1,,Eviolite,Thick Fat,236 Atk / 36 Def / 236 SpD,Impish,,Rest,Return,Curse,Sleep Talk,0,0,0,0,0,0
Riolu,447,Fighting,,LC,NONE,-1,,Eviolite,Prankster,116 HP / 196 Atk / 116 Def / 36 SpD / 36 Spe,Adamant,,Swords Dance,Copycat,High Jump Kick,Protect,0,0,0,0,0,0
Riolu,447,Fighting,,LC,NONE,-1,,Eviolite,Prankster,116 HP / 196 Atk / 116 Def / 36 SpD / 36 Spe,Adamant,,Iron Tail,Swords Dance,Copycat,High Jump Kick,0,0,0,0,0,0
Riolu,447,Fighting,,LC,NONE,-1,RAIN,Damp Rock,Prankster,116 HP / 196 Atk / 116 Def / 36 SpD / 36 Spe,Adamant,,High Jump Kick,Rain Dance,Swords Dance,Copycat,0,0,0,0,0,0
Lucario,448,Fighting,Steel,Uber,ULTRA-RARE,7,,Lucarionite,Inner Focus,252 Atk / 4 Def / 252 Spe,Jolly,,Close Combat,Bullet Punch,Meteor Mash,Swords Dance,0,0,0,0,0,0
Lucario,448,Fighting,Steel,UU,RARE,5,,Fightinium Z,Inner Focus,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Aura Sphere,Flash Cannon,Dark Pulse,Nasty Plot,0,0,0,0,0,0
Lucario,448,Fighting,Steel,Uber,ULTRA-RARE,7,,Lucarionite,Inner Focus,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Nasty Plot,Aura Sphere,Flash Cannon,Dark Pulse,0,0,0,0,0,0
Lucario,448,Fighting,Steel,UU,RARE,5,,Life Orb,Justified,252 Atk / 4 SpD / 252 Spe,Jolly,,Earthquake,Extreme Speed,Swords Dance,Close Combat,0,0,0,0,0,0
Lucario,448,Fighting,Steel,Uber,ULTRA-RARE,7,,Lucarionite,Steadfast,252 Atk / 4 Def / 252 Spe,Jolly,,Meteor Mash,Close Combat,Ice Punch,Earthquake,0,0,0,0,0,0
Lucario,448,Fighting,Steel,UU,RARE,5,,Darkinium Z,Justified,252 Atk / 4 SpD / 252 Spe,Jolly,,Close Combat,Swords Dance,Meteor Mash,Crunch,0,0,0,0,0,0
Hippopotas,449,Ground,,LC,NONE,-1,,Eviolite,Sand Stream,132 HP / 20 Atk / 132 Def / 180 SpD / 20 Spe,Careful,,Slack Off,Stealth Rock,Earthquake,Whirlwind,0,0,0,0,0,0
Hippopotas,449,Ground,,LC,NONE,-1,,Smooth Rock,Sand Stream,132 HP / 20 Atk / 132 Def / 180 SpD / 20 Spe,Careful,,Rock Tomb,Slack Off,Stealth Rock,Earthquake,0,0,0,0,0,0
Hippowdon,450,Ground,,UU,RARE,5,SAND,Leftovers,Sand Stream,252 HP / 4 Def / 252 SpD,Careful,,Earthquake,Yawn,Slack Off,Stealth Rock,0,0,0,0,0,0
Hippowdon,450,Ground,,UU,RARE,5,SAND,Smooth Rock,Sand Stream,252 HP / 4 Def / 252 SpD,Sassy,0 Spe,Stealth Rock,Slack Off,Earthquake,Toxic,0,0,0,0,0,0
Hippowdon,450,Ground,,UU,RARE,5,SAND,Leftovers,Sand Stream,252 HP / 252 Def / 4 SpD,Impish,,Slack Off,Toxic,Stealth Rock,Earthquake,0,0,0,0,0,0
Hippowdon,450,Ground,,UU,RARE,5,,Lum Berry,Sand Stream,252 HP / 4 Atk / 252 SpD,Careful,,Stockpile,Earthquake,Toxic,Slack Off,0,0,0,0,0,0
Hippowdon,450,Ground,,UU,RARE,5,,Choice Band,Sand Stream,252 HP / 252 Atk / 4 Def,Adamant,,Earthquake,Fire Fang,Stone Edge,Ice Fang,0,0,0,0,0,0
Hippowdon,450,Ground,,UU,RARE,5,TRICK,Rocky Helmet,Sand Stream,252 HP / 252 Def / 4 SpD,Relaxed,0 Spe,Stealth Rock,Yawn,Earthquake,Slack Off,0,0,0,0,0,0
Skorupi,451,Poison,Bug,LC,NONE,-1,,Eviolite,Battle Armor,196 HP / 36 Atk / 36 Def / 236 Spe,Jolly,,Toxic Spikes,Taunt,Poison Jab,Knock Off,0,0,0,0,0,0
Drapion,452,Poison,Dark,RU,RARE,3,,Waterium Z,Sniper,252 Atk / 4 Def / 252 Spe,Jolly,,Swords Dance,Knock Off,Aqua Tail,Poison Jab,0,0,0,0,0,0
Drapion,452,Poison,Dark,RU,RARE,3,,Choice Scarf,Sniper,252 Atk / 4 SpD / 252 Spe,Adamant,,Earthquake,Poison Jab,Knock Off,Pursuit,0,0,0,0,0,0
Drapion,452,Poison,Dark,RU,RARE,3,,Choice Band,Sniper,252 Atk / 4 Def / 252 Spe,Jolly,,Pursuit,Ice Fang,Poison Jab,Knock Off,0,0,0,0,0,0
Drapion,452,Poison,Dark,RU,RARE,3,,Life Orb,Sniper,252 Atk / 4 SpD / 252 Spe,Jolly,,Substitute,Swords Dance,Knock Off,Poison Jab,0,0,0,0,0,0
Drapion,452,Poison,Dark,RU,RARE,3,,Leftovers,Battle Armor,252 HP / 4 Def / 252 SpD,Careful,,Taunt,Pursuit,Toxic Spikes,Whirlwind,0,0,0,0,0,0
Drapion,452,Poison,Dark,RU,RARE,3,,Leftovers,Battle Armor,252 HP / 252 Def / 4 SpD,Impish,,Toxic,Knock Off,Protect,Taunt,0,0,0,0,0,0
Croagunk,453,Poison,Fighting,LC,NONE,-1,,Eviolite,Dry Skin,52 HP / 116 Def / 188 SpA / 116 SpD / 36 Spe,Modest,0 Atk,Nasty Plot,Sludge Bomb,Focus Blast,Vacuum Wave,0,0,0,0,0,0
Croagunk,453,Poison,Fighting,LC,NONE,-1,,Eviolite,Dry Skin,132 HP / 28 Atk / 116 Def / 108 SpA / 116 SpD,Quiet,,Knock Off,Sludge Bomb,Vacuum Wave,Drain Punch,0,0,0,0,0,0
Croagunk,453,Poison,Fighting,LC,NONE,-1,,Eviolite,Dry Skin,52 HP / 188 Atk / 116 Def / 116 SpD / 36 Spe,Adamant,,Drain Punch,Gunk Shot,Thief,Sucker Punch,0,0,0,0,0,0
Toxicroak,454,Poison,Fighting,RU,RARE,8,,Leftovers,Dry Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Substitute,Focus Punch,Gunk Shot,Sucker Punch,0,0,0,0,0,0
Toxicroak,454,Poison,Fighting,RU,RARE,8,,Life Orb,Dry Skin,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Sludge Wave,Focus Blast,Nasty Plot,Dark Pulse,0,0,0,0,0,0
Toxicroak,454,Poison,Fighting,RU,RARE,8,,Darkinium Z,Dry Skin,252 Atk / 4 Def / 252 Spe,Jolly,,Gunk Shot,Drain Punch,Swords Dance,Sucker Punch,0,0,0,0,0,0
Toxicroak,454,Poison,Fighting,RU,RARE,8,,Ghostium Z,Dry Skin,168 HP / 172 Def / 168 Spe,Impish,,Spite,Knock Off,Drain Punch,Poison Jab,0,0,0,0,0,0
Toxicroak,454,Poison,Fighting,RU,RARE,8,,Poisonium Z,Dry Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Gunk Shot,Swords Dance,Sucker Punch,Drain Punch,0,0,0,0,0,0
Toxicroak,454,Poison,Fighting,RU,RARE,8,,Life Orb,Dry Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Swords Dance,Ice Punch,Drain Punch,Gunk Shot,0,0,0,0,0,0
Carnivine,455,Grass,,Untiered,COMMON,0,TRICK,Life Orb,Levitate,252 HP / 252 Atk / 4 Def,Brave,0 Spe,Sleep Powder,Swords Dance,Power Whip,Knock Off,0,0,0,0,0,0
Carnivine,455,Grass,,Untiered,COMMON,0,,Grassium Z,Levitate,252 HP / 252 Atk / 4 Spe,Adamant,,Swords Dance,Power Whip,Knock Off,Sleep Powder,0,0,0,0,0,0
Carnivine,455,Grass,,Untiered,COMMON,0,,Leftovers,Levitate,252 HP / 4 SpA / 252 SpD,Calm,0 Atk,Leech Seed,Sleep Powder,Substitute,Giga Drain,0,0,0,0,0,0
Finneon,456,Water,,LC,NONE,-1,,Berry Juice,Storm Drain,44 HP / 232 Def / 48 SpA / 112 SpD / 72 Spe,Bold,,Hidden Power [Fighting],Defog,Scald,U-turn,0,0,0,0,0,0
Lumineon,457,Water,,Untiered,COMMON,9,,Leftovers,Storm Drain,252 HP / 252 Def / 4 SpD,Bold,,Defog,Scald,U-turn,Toxic,0,0,0,0,0,0
Lumineon,457,Water,,Untiered,COMMON,9,RAIN,Damp Rock,Swift Swim,252 HP / 252 Def / 4 SpD,Bold,,Rain Dance,Defog,Scald,U-turn,0,0,0,0,0,0
Lumineon,457,Water,,Untiered,COMMON,9,,Leftovers,Storm Drain,252 HP / 252 Def / 4 SpD,Bold,,Whirlpool,Toxic,Protect,Scald,0,0,0,0,0,0
Mantyke,458,Water,Flying,LC,NONE,-1,RAIN,Life Orb,Swift Swim,36 Def / 200 SpA / 36 SpD / 196 Spe,Modest,9 HP / 0 Atk,Air Slash,Hidden Power [Ground],Rain Dance,Hydro Pump,0,0,0,0,0,0
Snover,459,Grass,Ice,LC,NONE,-1,,Choice Scarf,Snow Warning,104 Atk / 184 SpA / 200 Spe,Naive,,Blizzard,Giga Drain,Ice Shard,Hidden Power [Ground],0,0,0,0,0,0
Snover,459,Grass,Ice,LC,NONE,-1,,Eviolite,Snow Warning,36 HP / 104 Atk / 40 Def / 184 SpA / 120 SpD,Quiet,,Hidden Power [Ground],Blizzard,Giga Drain,Ice Shard,0,0,0,0,0,0
Snover,459,Grass,Ice,LC,NONE,-1,HAIL,Icy Rock,Snow Warning,36 HP / 104 Atk / 40 Def / 184 SpA / 120 SpD,Quiet,,Giga Drain,Ice Shard,Hidden Power [Ground],Blizzard,0,0,0,0,0,0
Abomasnow,460,Ice,Grass,PU,COMMON,13,,Choice Scarf,Snow Warning,4 Atk / 252 SpA / 252 Spe,Naive,,Blizzard,Giga Drain,Focus Blast,Earthquake,0,0,0,0,0,0
Abomasnow,460,Ice,Grass,RU,RARE,0,,Abomasite,Soundproof,168 Atk / 172 SpA / 168 Spe,Rash,,Focus Blast,Blizzard,Ice Shard,Wood Hammer,0,0,0,0,0,0
Abomasnow,460,Ice,Grass,PU,COMMON,13,,Grassium Z,Snow Warning,252 Atk / 4 SpA / 252 Spe,Jolly,,Earthquake,Swords Dance,Wood Hammer,Ice Shard,0,0,0,0,0,0
Abomasnow,460,Ice,Grass,RU,RARE,0,HAIL,Abomasite,Snow Warning,252 Atk / 4 Def / 252 Spe,Adamant,,Swords Dance,Wood Hammer,Ice Shard,Earthquake,0,0,0,0,0,0
Abomasnow,460,Ice,Grass,PU,COMMON,13,HAIL,Life Orb,Snow Warning,4 Atk / 252 SpA / 252 Spe,Hasty,,Blizzard,Giga Drain,Earthquake,Ice Shard,0,0,0,0,0,0
Abomasnow,460,Ice,Grass,PU,COMMON,13,,Leftovers,Snow Warning,252 HP / 4 SpA / 252 SpD,Calm,0 Atk,Substitute,Leech Seed,Giga Drain,Blizzard,0,0,0,0,0,0
Weavile,461,Ice,Dark,OU,ULTRA-RARE,13,,Fightinium Z,Pickpocket,252 Atk / 4 SpD / 252 Spe,Jolly,,Low Kick,Icicle Crash,Knock Off,Swords Dance,0,0,0,0,0,0
Weavile,461,Ice,Dark,OU,ULTRA-RARE,13,UBER,Choice Band,Pickpocket,252 Atk / 4 SpD / 252 Spe,Jolly,,Pursuit,Knock Off,Icicle Crash,Ice Shard,0,0,0,0,0,0
Weavile,461,Ice,Dark,OU,ULTRA-RARE,13,,Life Orb,Pickpocket,252 Atk / 4 Def / 252 Spe,Jolly,,Icicle Crash,Fake Out,Ice Shard,Knock Off,0,0,0,0,0,0
Magnezone,462,Electric,Steel,OU,ULTRA-RARE,4,,Choice Scarf,Magnet Pull,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Thunderbolt,Hidden Power [Fire],Volt Switch,Flash Cannon,0,0,0,0,0,0
Magnezone,462,Electric,Steel,OU,ULTRA-RARE,4,,Assault Vest,Analytic,252 HP / 252 SpA / 4 Spe,Modest,0 Atk,Hidden Power [Ice],Thunderbolt,Flash Cannon,Volt Switch,0,0,0,0,0,0
Magnezone,462,Electric,Steel,OU,ULTRA-RARE,4,,Choice Specs,Magnet Pull,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Volt Switch,Flash Cannon,Hidden Power [Fire],Thunderbolt,0,0,0,0,0,0
Magnezone,462,Electric,Steel,OU,ULTRA-RARE,4,,Electrium Z,Magnet Pull,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Substitute,Thunderbolt,Flash Cannon,Hidden Power [Fire],0,0,0,0,0,0
Magnezone,462,Electric,Steel,OU,ULTRA-RARE,4,,Steelium Z,Magnet Pull,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Hidden Power [Fire],Substitute,Thunderbolt,Flash Cannon,0,0,0,0,0,0
Magnezone,462,Electric,Steel,OU,ULTRA-RARE,4,,Leftovers,Magnet Pull,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Thunderbolt,Flash Cannon,Hidden Power [Fire],Substitute,0,0,0,0,0,0
Lickilicky,463,Normal,,Untiered,COMMON,6,RAIN,Damp Rock,Oblivious,252 HP / 4 Atk / 252 SpD,Careful,,Toxic,Rain Dance,Return,Wish,0,0,0,0,0,0
Lickilicky,463,Normal,,Untiered,COMMON,6,SUN,Heat Rock,Oblivious,252 HP / 4 Atk / 252 SpD,Careful,,Return,Sunny Day,Wish,Heal Bell,0,0,0,0,0,0
Lickilicky,463,Normal,,Untiered,COMMON,6,,Life Orb,Oblivious,168 HP / 172 Atk / 168 Spe,Adamant,,Return,Knock Off,Earthquake,Swords Dance,0,0,0,0,0,0
Lickilicky,463,Normal,,Untiered,COMMON,6,TRICK,Normalium Z,Own Tempo,252 HP / 252 Atk / 4 SpD,Brave,0 Spe,Belly Drum,Return,Knock Off,Hammer Arm,0,0,0,0,0,0
Lickilicky,463,Normal,,Untiered,COMMON,6,,Leftovers,Oblivious,252 HP / 4 Atk / 252 SpD,Calm,0 Atk,Wish,Protect,Heal Bell,Seismic Toss,0,0,0,0,0,0
Lickilicky,463,Normal,,Untiered,COMMON,6,,Leftovers,Oblivious,252 HP / 4 Atk / 252 SpD,Careful,,Seismic Toss,Wish,Protect,Toxic,0,0,0,0,0,0
Rhyperior,464,Rock,Ground,RU,RARE,5,,Leftovers,Solid Rock,252 HP / 4 Atk / 252 SpD,Adamant,,Swords Dance,Megahorn,Earthquake,Stealth Rock,0,0,0,0,0,0
Rhyperior,464,Rock,Ground,RU,RARE,5,,Weakness Policy,Solid Rock,252 HP / 4 Atk / 252 Def,Impish,,Rock Slide,Fire Punch,Ice Punch,Earthquake,0,0,0,0,0,0
Rhyperior,464,Rock,Ground,RU,RARE,5,,Rockium Z,Solid Rock,252 HP / 252 Atk / 4 SpD,Brave,0 Spe,Earthquake,Stone Edge,Swords Dance,Ice Punch,0,0,0,0,0,0
Rhyperior,464,Rock,Ground,RU,RARE,5,,Leftovers,Solid Rock,252 HP / 4 Atk / 252 SpD,Adamant,,Stealth Rock,Earthquake,Rock Blast,Toxic,0,0,0,0,0,0
Rhyperior,464,Rock,Ground,RU,RARE,5,,Choice Band,Solid Rock,252 Atk / 4 SpD / 252 Spe,Adamant,,Ice Punch,Stone Edge,Earthquake,Megahorn,0,0,0,0,0,0
Rhyperior,464,Rock,Ground,RU,RARE,5,,Leftovers,Solid Rock,252 Atk / 4 Def / 252 Spe,Jolly,,Rock Polish,Swords Dance,Stone Edge,Earthquake,0,0,0,0,0,0
Tangrowth,465,Grass,,OU,ULTRA-RARE,7,,Life Orb,Regenerator,252 HP / 252 Atk / 4 SpD,Rash,,Power Whip,Knock Off,Earthquake,Poison Jab,0,0,0,0,0,0
Tangrowth,465,Grass,,OU,ULTRA-RARE,7,,Rocky Helmet,Regenerator,252 HP / 4 Atk / 252 Def,Relaxed,,Sleep Powder,Hidden Power [Fire],Giga Drain,Knock Off,0,0,0,0,0,0
Tangrowth,465,Grass,,OU,ULTRA-RARE,7,,Assault Vest,Regenerator,252 HP / 4 Def / 252 SpD,Sassy,,Giga Drain,Knock Off,Hidden Power [Ice],Sludge Bomb,0,0,0,0,0,0
Tangrowth,465,Grass,,OU,ULTRA-RARE,7,TRICK,Assault Vest,Regenerator,252 HP / 252 SpA / 4 SpD,Quiet,0 Spe,Hidden Power [Fire],Sludge Bomb,Giga Drain,Knock Off,0,0,0,0,0,0
Tangrowth,465,Grass,,OU,ULTRA-RARE,7,,Assault Vest,Regenerator,252 HP / 4 Def / 252 SpD,Sassy,,Earthquake,Giga Drain,Knock Off,Hidden Power [Ice],0,0,0,0,0,0
Tangrowth,465,Grass,,OU,ULTRA-RARE,7,TRICK,Grassium Z,Regenerator,252 HP / 252 Atk / 4 SpD,Brave,0 Spe,Swords Dance,Power Whip,Earthquake,Hidden Power [Fire],0,0,0,0,0,0
Electivire,466,Electric,,Untiered,COMMON,10,,Life Orb,Motor Drive,4 Atk / 252 SpA / 252 Spe,Naive,,Thunderbolt,Earthquake,Flamethrower,Ice Punch,0,0,0,0,0,0
Electivire,466,Electric,,Untiered,COMMON,10,,Life Orb,Motor Drive,4 Atk / 252 SpA / 252 Spe,Naive,,Volt Switch,Focus Blast,Earthquake,Flamethrower,0,0,0,0,0,0
Electivire,466,Electric,,Untiered,COMMON,10,,Expert Belt,Motor Drive,252 Atk / 4 SpA / 252 Spe,Hasty,,Fire Punch,Ice Punch,Wild Charge,Hidden Power [Grass],0,0,0,0,0,0
Electivire,466,Electric,,Untiered,COMMON,10,,Choice Band,Motor Drive,252 Atk / 4 SpA / 252 Spe,Jolly,,Wild Charge,Cross Chop,Fire Punch,Ice Punch,0,0,0,0,0,0
Electivire,466,Electric,,Untiered,COMMON,10,,Life Orb,Motor Drive,4 Atk / 252 SpA / 252 Spe,Hasty,,Thunderbolt,Flamethrower,Earthquake,Hidden Power [Grass],0,0,0,0,0,0
Electivire,466,Electric,,Untiered,COMMON,10,,Choice Scarf,Motor Drive,4 Atk / 252 SpA / 252 Spe,Naive,,Volt Switch,Ice Punch,Flamethrower,Earthquake,0,0,0,0,0,0
Magmortar,467,Fire,,NU,COMMON,1,,Fightinium Z,Vital Spirit,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Fire Blast,Thunderbolt,Hidden Power [Grass],Focus Blast,0,0,0,0,0,0
Magmortar,467,Fire,,NU,COMMON,1,,Assault Vest,Vital Spirit,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Hidden Power [Grass],Focus Blast,Fire Blast,Thunderbolt,0,0,0,0,0,0
Magmortar,467,Fire,,NU,COMMON,1,,Electrium Z,Vital Spirit,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Focus Blast,Fire Blast,Thunderbolt,Taunt,0,0,0,0,0,0
Togekiss,468,Fairy,Flying,UU,RARE,6,BATON,Leftovers,Serene Grace,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Air Slash,Baton Pass,Nasty Plot,Substitute,0,0,0,0,0,0
Togekiss,468,Fairy,Flying,UU,RARE,6,,Choice Specs,Serene Grace,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Aura Sphere,Fire Blast,Air Slash,Dazzling Gleam,0,0,0,0,0,0
Togekiss,468,Fairy,Flying,UU,RARE,6,,Choice Scarf,Serene Grace,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Dazzling Gleam,Air Slash,Flamethrower,Trick,0,0,0,0,0,0
Togekiss,468,Fairy,Flying,UU,RARE,6,,Leftovers,Serene Grace,168 HP / 172 Def / 168 Spe,Bold,0 Atk,Air Slash,Heal Bell,Roost,Defog,0,0,0,0,0,0
Togekiss,468,Fairy,Flying,UU,RARE,6,,Leftovers,Serene Grace,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Roost,Nasty Plot,Thunder Wave,Air Slash,0,0,0,0,0,0
Togekiss,468,Fairy,Flying,UU,RARE,6,,Fightinium Z,Serene Grace,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Nasty Plot,Air Slash,Aura Sphere,Roost,0,0,0,0,0,0
Yanmega,469,Bug,Flying,RU,RARE,4,,Life Orb,Tinted Lens,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Giga Drain,Ancient Power,Air Slash,Bug Buzz,0,0,0,0,0,0
Yanmega,469,Bug,Flying,RU,RARE,4,,Choice Specs,Tinted Lens,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Bug Buzz,Air Slash,U-turn,Giga Drain,0,0,0,0,0,0
Yanmega,469,Bug,Flying,RU,RARE,4,,Life Orb,Speed Boost,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Protect,Bug Buzz,Air Slash,Giga Drain,0,0,0,0,0,0
Leafeon,470,Grass,,PU,COMMON,0,,Normalium Z,Chlorophyll,252 Atk / 4 SpD / 252 Spe,Adamant,,Leaf Blade,Celebrate,Knock Off,Double-Edge,0,0,0,0,0,0
Leafeon,470,Grass,,PU,COMMON,0,SUN,Normalium Z,Chlorophyll,252 Atk / 4 Def / 252 Spe,Adamant,,Knock Off,Leaf Blade,Double-Edge,Swords Dance,0,0,0,0,0,0
Leafeon,470,Grass,,PU,COMMON,0,BATON,Life Orb,Chlorophyll,252 Atk / 4 Def / 252 Spe,Jolly,,Swords Dance,Knock Off,Leaf Blade,Baton Pass,0,0,0,0,0,0
Glaceon,471,Ice,,Untiered,COMMON,13,,Choice Specs,Ice Body,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Ice Beam,Shadow Ball,Hidden Power [Fighting],Frost Breath,0,0,0,0,0,0
Glaceon,471,Ice,,Untiered,COMMON,13,HAIL,Light Clay,Ice Body,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Shadow Ball,Blizzard,Aurora Veil,Hidden Power [Ground],0,0,0,0,0,0
Glaceon,471,Ice,,Untiered,COMMON,13,,Normalium Z,Ice Body,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Hidden Power [Fighting],Ice Beam,Shadow Ball,Celebrate,0,0,0,0,0,0
Gliscor,472,Ground,Flying,OU,ULTRA-RARE,4,UBER,Toxic Orb,Poison Heal,252 HP / 252 Def / 4 Spe,Impish,,Substitute,Toxic,Earthquake,Taunt,0,0,0,0,0,0
Gliscor,472,Ground,Flying,OU,ULTRA-RARE,4,,Toxic Orb,Poison Heal,252 Atk / 4 Def / 252 Spe,Jolly,,Fling,Acrobatics,Stone Edge,Earthquake,0,0,0,0,0,0
Gliscor,472,Ground,Flying,OU,ULTRA-RARE,4,,Life Orb,Poison Heal,252 Atk / 4 SpD / 252 Spe,Jolly,,Earthquake,Ice Fang,Swords Dance,Stone Edge,0,0,0,0,0,0
Gliscor,472,Ground,Flying,OU,ULTRA-RARE,4,,Toxic Orb,Poison Heal,168 HP / 168 SpD / 172 Spe,Jolly,,Roost,Stealth Rock,Earthquake,Toxic,0,0,0,0,0,0
Gliscor,472,Ground,Flying,OU,ULTRA-RARE,4,,Toxic Orb,Poison Heal,168 HP / 168 SpD / 172 Spe,Jolly,,Swords Dance,Roost,Facade,Earthquake,0,0,0,0,0,0
Gliscor,472,Ground,Flying,OU,ULTRA-RARE,4,,Toxic Orb,Poison Heal,168 HP / 168 SpD / 172 Spe,Jolly,,Earthquake,Defog,Roost,Taunt,0,0,0,0,0,0
Mamoswine,473,Ground,Ice,UU,RARE,6,,Life Orb,Thick Fat,252 Atk / 4 SpD / 252 Spe,Adamant,,Earthquake,Icicle Crash,Ice Shard,Stealth Rock,0,0,0,0,0,0
Mamoswine,473,Ground,Ice,UU,RARE,6,,Focus Sash,Oblivious,252 Atk / 4 Def / 252 Spe,Jolly,,Stealth Rock,Ice Shard,Earthquake,Endeavor,0,0,0,0,0,0
Mamoswine,473,Ground,Ice,UU,RARE,6,HAIL,Choice Scarf,Thick Fat,252 Atk / 4 SpD / 252 Spe,Jolly,,Ice Shard,Earthquake,Superpower,Icicle Crash,0,0,0,0,0,0
Porygon-Z,474,Normal,,OU,ULTRA-RARE,10,,Normalium Z,Adaptability,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Hyper Beam,Nasty Plot,Thunderbolt,Ice Beam,0,0,0,0,0,0
Porygon-Z,474,Normal,,OU,ULTRA-RARE,10,,Choice Scarf,Adaptability,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Tri Attack,Thunderbolt,Ice Beam,Trick,0,0,0,0,0,0
Porygon-Z,474,Normal,,OU,ULTRA-RARE,10,,Normalium Z,Adaptability,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Shadow Ball,Ice Beam,Thunderbolt,Conversion,0,0,0,0,0,0
Porygon-Z,474,Normal,,OU,ULTRA-RARE,10,,Normalium Z,Adaptability,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Thunderbolt,Ice Beam,Recover,Conversion,0,0,0,0,0,0
Porygon-Z,474,Normal,,OU,ULTRA-RARE,10,,Life Orb,Download,168 HP / 168 SpA / 172 Spe,Modest,0 Atk,Nasty Plot,Agility,Tri Attack,Dark Pulse,0,0,0,0,0,0
Porygon-Z,474,Normal,,OU,ULTRA-RARE,10,,Leftovers,Adaptability,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Thunderbolt,Ice Beam,Recover,Tri Attack,0,0,0,0,0,0
Gallade,475,Psychic,Fighting,NU,COMMON,11,,Life Orb,Justified,252 Atk / 4 SpD / 252 Spe,Jolly,,Psycho Cut,Leaf Blade,Swords Dance,Close Combat,0,0,0,0,0,0
