POKEMON,DEX,TYPE 1,TYPE 2,TIER,RARITY,TAG,ITEM,ABILITY,EV SPREAD,NATURE,IV SPREAD,MOVE 1,MOVE 2,MOVE 3,MOVE 4,STATUS,GENERATED (D),GENERATED (N),GENERATED (R),PICKED (D),PICKED (N),BANNED
Bastiodon,411,Rock,Steel,Untiered,COMMON,,Leftovers,Sturdy,168 HP / 168 Def / 172 SpD,Careful,,Toxic,Block,Rest,Protect,PASS,0,0,0,0,0,0
Burmy,412,Bug,,LC,NONE,,Oran Berry,Shed Skin,196 HP / 208 Atk / 80 Def,Relaxed,,Bug Bite,String Shot,Protect,Hidden Power [Ice],PASS,0,0,0,0,0,0
Wormadam,413,Bug,Grass,Untiered,COMMON,,Leftovers,Overcoat,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Quiver Dance,Hidden Power [Ground],Giga Drain,Bug Buzz,PASS,0,0,0,0,0,0
Wormadam-Sandy,413,Bug,Ground,Untiered,COMMON,,Leftovers,Overcoat,252 HP / 4 Atk / 252 Def,Impish,,Protect,Toxic,Stealth Rock,Earthquake,PASS,0,0,0,0,0,0
Wormadam-Trash,413,Bug,Steel,Untiered,COMMON,,Leftovers,Overcoat,252 HP / 4 Def / 252 SpD,Careful,,Stealth Rock,Protect,Toxic,Iron Head,PASS,0,0,0,0,0,0
Mothim,414,Bug,Flying,Untiered,COMMON,,Life Orb,Tinted Lens,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Air Slash,Giga Drain,Bug Buzz,Quiver Dance,PASS,0,0,0,0,0,0
Mothim,414,Bug,Flying,Untiered,COMMON,,Leftovers,Tinted Lens,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Infestation,Toxic,Protect,Substitute,PASS,0,0,0,0,0,0
Mothim,414,Bug,Flying,Untiered,COMMON,,Choice Specs,Tinted Lens,4 Atk / 252 SpA / 252 Spe,Rash,,Bug Buzz,Air Slash,U-turn,Energy Ball,PASS,0,0,0,0,0,0
Combee,415,Bug,Flying,LC,NONE,,Eviolite,Hustle,116 HP / 196 SpA / 196 Spe,Timid,0 Atk,Air Cutter,Tailwind,Bug Buzz,Endeavor,PASS,0,0,0,0,0,0
Vespiquen,416,Bug,Flying,Untiered,COMMON,,Life Orb,Pressure,252 SpA / 4 SpD / 252 Spe,Timid,,Tailwind,Bug Buzz,Air Slash,Destiny Bond,PASS,0,0,0,0,0,0
Vespiquen,416,Bug,Flying,Untiered,COMMON,TRICK,,Pressure,252 HP / 252 Atk / 4 SpD,Brave,0 Spe,Attack Order,Acrobatics,Destiny Bond,Defog,PASS,0,0,0,0,0,0
Vespiquen,416,Bug,Flying,Untiered,COMMON,,Quick Claw,Pressure,252 HP / 252 Def / 4 SpA,Bold,0 Atk,Defend Order,Roost,Toxic,Bug Buzz,PASS,0,0,0,0,0,0
Vespiquen,416,Bug,Flying,Untiered,COMMON,,Leftovers,Pressure,252 HP / 252 Def / 4 SpA,Bold,0 Atk,Destiny Bond,Defog,Bug Buzz,Toxic,PASS,0,0,0,0,0,0
Vespiquen,416,Bug,Flying,Untiered,COMMON,,Leftovers,Pressure,252 HP / 252 Def / 4 SpA,Bold,,Defog,Bug Buzz,U-turn,Destiny Bond,PASS,0,0,0,0,0,0
Vespiquen,416,Bug,Flying,Untiered,COMMON,,Leftovers,Pressure,252 HP / 252 Def / 4 SpD,Impish,,Protect,Toxic,Roost,Attack Order,PASS,0,0,0,0,0,0
Pachirisu,417,Electric,,Untiered,COMMON,,Choice Scarf,Volt Absorb,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Grass Knot,Thunderbolt,Volt Switch,Hidden Power [Ice],PASS,0,0,0,0,0,0
Pachirisu,417,Electric,,Untiered,COMMON,,Leftovers,Volt Absorb,252 HP / 252 Def / 4 SpD,Impish,,Toxic,Nuzzle,Super Fang,U-turn,PASS,0,0,0,0,0,0
Pachirisu,417,Electric,,Untiered,COMMON,,Leftovers,Volt Absorb,252 HP / 4 SpD / 252 Spe,Jolly,,Nuzzle,Super Fang,Swagger,Substitute,PASS,0,0,0,0,0,0
Buizel,418,Water,,LC,NONE,,Icium Z,Water Veil,200 SpA / 36 SpD / 240 Spe,Naive,,Blizzard,Scald,Hidden Power [Fire],Aqua Jet,PASS,0,0,0,0,0,0
Buizel,418,Water,,LC,NONE,,Life Orb,Water Veil,236 Atk / 36 SpD / 236 Spe,Jolly,,Waterfall,Ice Punch,Brick Break,Aqua Jet,PASS,0,0,0,0,0,0
Floatzel,419,Water,,PU,COMMON,,Life Orb,Water Veil,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Hydro Pump,Ice Beam,Hidden Power [Grass],Focus Blast,PASS,0,0,0,0,0,0
Floatzel,419,Water,,PU,COMMON,,Fightinium Z,Water Veil,252 Atk / 4 Def / 252 Spe,Jolly,,Bulk Up,Waterfall,Low Kick,Ice Punch,PASS,0,0,0,0,0,0
Floatzel,419,Water,,PU,COMMON,,Choice Specs,Swift Swim,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Hydro Pump,Ice Beam,Switcheroo,Hidden Power [Electric],PASS,0,0,0,0,0,0
Cherubi,420,Grass,,LC,NONE,SUN,Life Orb,Chlorophyll,76 Def / 180 SpA / 236 Spe,Modest,9 HP / 0 Atk,Solar Beam,Weather Ball,Dazzling Gleam,Healing Wish,PASS,0,0,0,0,0,0
Cherrim,421,Grass,,Untiered,COMMON,SUN,Firium Z,Flower Gift,252 Atk / 4 Def / 252 Spe,Jolly,,Sunny Day,Swords Dance,Petal Blizzard,Healing Wish,PASS,0,0,0,0,0,0
Cherrim,421,Grass,,Untiered,COMMON,SUN,Life Orb,Flower Gift,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Healing Wish,Solar Beam,Hidden Power [Rock],Dazzling Gleam,PASS,0,0,0,0,0,0
Cherrim,421,Grass,,Untiered,COMMON,SUN,Leftovers,Flower Gift,252 HP / 252 Def / 4 SpA,Bold,0 Atk,Healing Wish,Giga Drain,Protect,Toxic,PASS,0,0,0,0,0,0
Shellos,422,Water,,LC,NONE,,Eviolite,Sticky Hold,228 HP / 132 Def / 100 SpD / 4 Spe,Bold,0 Atk,Scald,Recover,Earth Power,Clear Smog,PASS,0,0,0,0,0,0
Shellos,422,Water,,LC,NONE,,Eviolite,Sticky Hold,228 HP / 132 Def / 100 SpD / 4 Spe,Bold,0 Atk,Toxic,Scald,Recover,Ice Beam,PASS,0,0,0,0,0,0
Gastrodon,423,Water,Ground,PU,COMMON,,Leftovers,Storm Drain,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Toxic,Recover,Scald,Ice Beam,PASS,0,0,0,0,0,0
Gastrodon,423,Water,Ground,PU,COMMON,,Leftovers,Storm Drain,168 HP / 168 Def / 172 SpD,Sassy,,Recover,Curse,Earthquake,Scald,PASS,0,0,0,0,0,0
Gastrodon,423,Water,Ground,PU,COMMON,,Leftovers,Storm Drain,252 HP / 252 Def / 4 SpA,Relaxed,,Scald,Yawn,Recover,Earthquake,PASS,0,0,0,0,0,0
Gastrodon,423,Water,Ground,PU,COMMON,,Choice Band,Storm Drain,252 HP / 252 Atk / 4 SpD,Adamant,,Earthquake,Stone Edge,Waterfall,Facade,PASS,0,0,0,0,0,0
Gastrodon,423,Water,Ground,PU,COMMON,,Choice Specs,Storm Drain,252 HP / 252 SpA / 4 SpD,Modest,0 Atk,Earth Power,Ice Beam,Sludge Wave,Scald,PASS,0,0,0,0,0,0
Gastrodon,423,Water,Ground,PU,COMMON,,Leftovers,Storm Drain,252 HP / 4 Def / 252 SpD,Sassy,,Earthquake,Toxic,Scald,Recover,PASS,0,0,0,0,0,0
Ambipom,424,Normal,,NU,COMMON,BATON,Focus Sash,Technician,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Swift,Water Pulse,Nasty Plot,Baton Pass,PASS,0,0,0,0,0,0
Ambipom,424,Normal,,NU,COMMON,SUN,Heat Rock,Technician,252 Atk / 4 SpD / 252 Spe,Jolly,,Sunny Day,Return,Fake Out,U-turn,PASS,0,0,0,0,0,0
Ambipom,424,Normal,,NU,COMMON,,Life Orb,Technician,252 Atk / 4 SpD / 252 Spe,Jolly,,Fake Out,Last Resort,,,PASS,0,0,0,0,0,0
Ambipom,424,Normal,,NU,COMMON,,Life Orb,Technician,252 Atk / 4 Def / 252 Spe,Jolly,,Fake Out,Return,U-turn,Low Kick,PASS,0,0,0,0,0,0
Ambipom,424,Normal,,NU,COMMON,,Life Orb,Technician,252 Atk / 4 SpD / 252 Spe,Jolly,,U-turn,Fake Out,Return,Fire Punch,PASS,0,0,0,0,0,0
Ambipom,424,Normal,,NU,COMMON,,Choice Band,Technician,252 Atk / 4 Def / 252 Spe,Jolly,,Return,Knock Off,Fire Punch,Switcheroo,PASS,0,0,0,0,0,0
Drifloon,425,Ghost,Flying,LC Uber,NONE,,Berry Juice,Unburden,116 Atk / 84 Def / 84 SpD / 196 Spe,Jolly,,Acrobatics,Substitute,Recycle,Will-O-Wisp,PASS,0,0,0,0,0,0
Drifloon,425,Ghost,Flying,LC Uber,NONE,,Berry Juice,Unburden,84 Def / 116 SpA / 84 SpD / 196 Spe,Timid,0 Atk,Will-O-Wisp,Hex,Calm Mind,Recycle,PASS,0,0,0,0,0,0
Drifblim,426,Ghost,Flying,PU,COMMON,,Leftovers,Aftermath,252 Def / 4 SpA / 252 SpD,Bold,0 Atk,Hex,Memento,Destiny Bond,Will-O-Wisp,PASS,0,0,0,0,0,0
Drifblim,426,Ghost,Flying,PU,COMMON,,Liechi Berry,Unburden,252 Atk / 4 SpD / 252 Spe,Adamant,,Acrobatics,Substitute,Knock Off,Destiny Bond,PASS,0,0,0,0,0,0
Drifblim,426,Ghost,Flying,PU,COMMON,,Chesto Berry,Unburden,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Calm Mind,Shadow Ball,Hidden Power [Fighting],Rest,PASS,0,0,0,0,0,0
Drifblim,426,Ghost,Flying,PU,COMMON,,Sitrus Berry,Unburden,252 Atk / 4 SpD / 252 Spe,Naughty,,Substitute,Will-O-Wisp,Hex,Acrobatics,PASS,0,0,0,0,0,0
Drifblim,426,Ghost,Flying,PU,COMMON,,Ghostium Z,Unburden,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Calm Mind,Shadow Ball,Hidden Power [Fighting],Substitute,PASS,0,0,0,0,0,0
Drifblim,426,Ghost,Flying,PU,COMMON,,Chesto Berry,Unburden,168 Def / 172 SpA / 168 Spe,Modest,0 Atk,Shadow Ball,Calm Mind,Rest,Recycle,PASS,0,0,0,0,0,0
Buneary,427,Normal,,LC,NONE,,Eviolite,Limber,228 Atk / 4 Def / 236 Spe,Jolly,,Healing Wish,Return,Drain Punch,Thunder Wave,PASS,0,0,0,0,0,0
Buneary,427,Normal,,LC,NONE,,Choice Band,Limber,228 Atk / 4 Def / 236 Spe,Jolly,,Switcheroo,Healing Wish,Return,Jump Kick,PASS,0,0,0,0,0,0
Buneary,427,Normal,,LC,NONE,,Normalium Z,Limber,228 Atk / 4 Def / 236 Spe,Jolly,,Splash,Drain Punch,Fire Punch,Return,PASS,0,0,0,0,0,0
Lopunny,428,Normal,,OU,ULTRA-RARE,,Lopunnite,Limber,252 Atk / 4 SpD / 252 Spe,Jolly,,Substitute,Fake Out,High Jump Kick,Return,PASS,0,0,0,0,0,0
Lopunny,428,Normal,,OU,ULTRA-RARE,,Lopunnite,Limber,252 HP / 4 Atk / 252 Def,Impish,,Cosmic Power,Circle Throw,Rest,Sleep Talk,PASS,0,0,0,0,0,0
Lopunny,428,Normal,,OU,ULTRA-RARE,,Lopunnite,Limber,252 Atk / 4 SpD / 252 Spe,Jolly,,Return,High Jump Kick,Fake Out,Ice Punch,PASS,0,0,0,0,0,0
Lopunny,428,Normal,,OU,ULTRA-RARE,,Flame Orb,Klutz,252 Atk / 4 Def / 252 Spe,Jolly,,Switcheroo,High Jump Kick,Return,Healing Wish,PASS,0,0,0,0,0,0
Lopunny,428,Normal,,OU,ULTRA-RARE,,Normalium Z,Limber,252 Atk / 4 SpD / 252 Spe,Jolly,,Splash,Ice Punch,Return,High Jump Kick,PASS,0,0,0,0,0,0
Lopunny,428,Normal,,OU,ULTRA-RARE,,Assault Vest,Klutz,252 Atk / 4 Def / 252 Spe,Jolly,,Switcheroo,Return,Healing Wish,High Jump Kick,PASS,0,0,0,0,0,0
Mismagius,429,Ghost,,NU,COMMON,,Ghostium Z,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Nasty Plot,Shadow Ball,Dazzling Gleam,Taunt,PASS,0,0,0,0,0,0
Mismagius,429,Ghost,,NU,COMMON,,Rockium Z,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Protect,Nasty Plot,Shadow Ball,Power Gem,PASS,0,0,0,0,0,0
Mismagius,429,Ghost,,NU,COMMON,,Electrium Z,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Thunderbolt,Substitute,Nasty Plot,Shadow Ball,PASS,0,0,0,0,0,0
Mismagius,429,Ghost,,NU,COMMON,,Leftovers,Levitate,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Taunt,Will-O-Wisp,Pain Split,Hex,PASS,0,0,0,0,0,0
Mismagius,429,Ghost,,NU,COMMON,,Life Orb,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Shadow Ball,Memento,Thunderbolt,Nasty Plot,PASS,0,0,0,0,0,0
Mismagius,429,Ghost,,NU,COMMON,,Choice Scarf,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Trick,Shadow Ball,Dazzling Gleam,Hidden Power [Fighting],PASS,0,0,0,0,0,0
Honchkrow,430,Dark,Flying,RU,RARE,,Scope Lens,Super Luck,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Air Cutter,Dark Pulse,Heat Wave,Nasty Plot,PASS,0,0,0,0,0,0
Honchkrow,430,Dark,Flying,RU,RARE,,Life Orb,Moxie,252 Atk / 4 SpD / 252 Spe,Jolly,,Sucker Punch,Brave Bird,Substitute,Taunt,PASS,0,0,0,0,0,0
Honchkrow,430,Dark,Flying,RU,RARE,,Life Orb,Moxie,252 Atk / 4 SpD / 252 Spe,Adamant,,Pursuit,Sucker Punch,Superpower,Brave Bird,PASS,0,0,0,0,0,0
Honchkrow,430,Dark,Flying,RU,RARE,,Flyinium Z,Moxie,252 Atk / 4 Def / 252 Spe,Adamant,,Brave Bird,Mirror Move,Sucker Punch,Superpower,PASS,0,0,0,0,0,0
Honchkrow,430,Dark,Flying,RU,RARE,,Choice Scarf,Moxie,252 Atk / 4 Def / 252 Spe,Adamant,,Steel Wing,Brave Bird,Pursuit,Sucker Punch,PASS,0,0,0,0,0,0
Honchkrow,430,Dark,Flying,RU,RARE,,Leftovers,Moxie,252 HP / 4 Atk / 252 Def,Impish,,Defog,Foul Play,Roost,Brave Bird,PASS,0,0,0,0,0,0
Glameow,431,Normal,,LC,NONE,,Life Orb,Limber,236 Atk / 20 Def / 236 Spe,Jolly,1 HP,Return,Sucker Punch,Fake Out,Play Rough,PASS,0,0,0,0,0,0
Purugly,432,Normal,,Untiered,COMMON,,Life Orb,Defiant,252 Atk / 4 SpD / 252 Spe,Jolly,,U-turn,Fake Out,Return,Sucker Punch,PASS,0,0,0,0,0,0
Purugly,432,Normal,,Untiered,COMMON,,Silk Scarf,Defiant,252 Atk / 4 Def / 252 Spe,Jolly,,Fake Out,Return,Knock Off,U-turn,PASS,0,0,0,0,0,0
Purugly,432,Normal,,Untiered,COMMON,,Groundium Z,Defiant,252 Atk / 4 Def / 252 Spe,Jolly,,Fake Out,U-turn,Stomping Tantrum,Knock Off,PASS,0,0,0,0,0,0
Chingling,433,Psychic,,LC,NONE,,Light Clay,Levitate,236 HP / 156 Def / 116 SpD,Bold,0 Atk,Hypnosis,Reflect,Psychic,Light Screen,PASS,0,0,0,0,0,0
Stunky,434,Poison,Dark,LC,NONE,,Life Orb,Aftermath,12 HP / 252 Atk / 244 Spe,Hasty,,Sucker Punch,Play Rough,Fire Blast,Hidden Power [Grass],PASS,0,0,0,0,0,0
Stunky,434,Poison,Dark,LC,NONE,,Eviolite,Aftermath,252 Atk / 60 Def / 188 SpD / 4 Spe,Careful,,Pursuit,Sucker Punch,Defog,Sludge Bomb,PASS,0,0,0,0,0,0
Stunky,434,Poison,Dark,LC,NONE,,Eviolite,Aftermath,252 Atk / 60 Def / 188 SpD / 4 Spe,Careful,,Memento,Pursuit,Sucker Punch,Defog,PASS,0,0,0,0,0,0
Skuntank,435,Poison,Dark,PU,COMMON,,Black Sludge,Aftermath,252 Atk / 4 SpD / 252 Spe,Jolly,,Defog,Pursuit,Poison Jab,Sucker Punch,PASS,0,0,0,0,0,0
Skuntank,435,Poison,Dark,PU,COMMON,,Darkinium Z,Aftermath,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Defog,Dark Pulse,Acid Spray,Taunt,PASS,0,0,0,0,0,0
Skuntank,435,Poison,Dark,PU,COMMON,,Black Sludge,Aftermath,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Acid Spray,Defog,Dark Pulse,Memento,PASS,0,0,0,0,0,0
Skuntank,435,Poison,Dark,PU,COMMON,,Darkinium Z,Aftermath,252 Atk / 4 SpD / 252 Spe,Jolly,,Memento,Sucker Punch,Poison Jab,Defog,PASS,0,0,0,0,0,0
Skuntank,435,Poison,Dark,PU,COMMON,,Choice Band,Aftermath,252 Atk / 4 SpD / 252 Spe,Jolly,,Sucker Punch,Crunch,Pursuit,Poison Jab,PASS,0,0,0,0,0,0
Skuntank,435,Poison,Dark,PU,COMMON,,Black Glasses,Aftermath,252 Atk / 4 Def / 252 Spe,Jolly,,Poison Jab,Sucker Punch,Crunch,Pursuit,PASS,0,0,0,0,0,0
Bronzor,436,Steel,Psychic,LC,NONE,,Berry Juice,Levitate,64 HP / 4 Atk / 228 Def / 4 SpA / 148 SpD / 12 Spe,Relaxed,,Stealth Rock,Recycle,Psychic,Earthquake,PASS,0,0,0,0,0,0
Bronzor,436,Steel,Psychic,LC,NONE,,Berry Juice,Levitate,64 HP / 4 Atk / 228 Def / 4 SpA / 148 SpD / 12 Spe,Relaxed,,Trick Room,Stealth Rock,Recycle,Heavy Slam,PASS,0,0,0,0,0,0
Bronzong,437,Steel,Psychic,RU,RARE,RAIN,Damp Rock,Levitate,252 HP / 252 Def / 4 SpD,Relaxed,0 Spe,Gyro Ball,Toxic,Rain Dance,Stealth Rock,PASS,0,0,0,0,0,0
Bronzong,437,Steel,Psychic,RU,RARE,TRICK,Mental Herb,Levitate,252 HP / 252 Atk / 4 Def,Brave,0 Spe,Earthquake,Explosion,Gyro Ball,Trick Room,PASS,0,0,0,0,0,0
Bronzong,437,Steel,Psychic,RU,RARE,,Choice Specs,Levitate,252 HP / 252 SpA / 4 SpD,Modest,0 Atk,Flash Cannon,Hidden Power [Fire],Psychic,Trick,PASS,0,0,0,0,0,0
Bronzong,437,Steel,Psychic,RU,RARE,TRICK,Mental Herb,Levitate,252 HP / 4 Def / 252 SpD,Sassy,0 Spe,Gyro Ball,Trick Room,Stealth Rock,Toxic,PASS,0,0,0,0,0,0
Bronzong,437,Steel,Psychic,RU,RARE,,Light Clay,Levitate,252 HP / 4 Def / 252 SpD,Sassy,0 Spe,Stealth Rock,Light Screen,Gyro Ball,Reflect,PASS,0,0,0,0,0,0
Bronzong,437,Steel,Psychic,RU,RARE,,Leftovers,Levitate,252 HP / 4 Def / 252 SpD,Sassy,0 Spe,Protect,Stealth Rock,Toxic,Gyro Ball,PASS,0,0,0,0,0,0
Bonsly,438,Rock,,LC,NONE,,Life Orb,Rock Head,116 HP / 196 Atk / 196 Spe,Adamant,,Rock Polish,Double-Edge,Rock Slide,Brick Break,PASS,0,0,0,0,0,0
Mime Jr.,439,Psychic,Fairy,LC,NONE,BATON,Berry Juice,Soundproof,196 HP / 236 Def / 36 SpD / 36 Spe,Bold,0 Atk,Barrier,Baton Pass,Calm Mind,Encore,PASS,0,0,0,0,0,0
Happiny,440,Normal,,LC,NONE,,Eviolite,Natural Cure,236 HP / 236 SpD,Calm,0 Atk,Thunder Wave,Heal Bell,Light Screen,Flamethrower,PASS,0,0,0,0,0,0
Chatot,441,Normal,Flying,Untiered,COMMON,,Choice Scarf,Tangled Feet,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Boomburst,Heat Wave,Hidden Power [Fighting],U-turn,PASS,0,0,0,0,0,0
Chatot,441,Normal,Flying,Untiered,COMMON,,Choice Specs,Tangled Feet,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,U-turn,Boomburst,Heat Wave,Hidden Power [Fighting],PASS,0,0,0,0,0,0
Chatot,441,Normal,Flying,Untiered,COMMON,,Focus Sash,Keen Eye,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Nasty Plot,Boomburst,Encore,Heat Wave,PASS,0,0,0,0,0,0
Spiritomb,442,Ghost,Dark,PU,COMMON,,Custap Berry,Infiltrator,252 HP / 252 Atk / 4 Spe,Adamant,,Sucker Punch,Taunt,Destiny Bond,Will-O-Wisp,PASS,0,0,0,0,0,0
Spiritomb,442,Ghost,Dark,PU,COMMON,,Leftovers,Pressure,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Rest,Calm Mind,Sleep Talk,Dark Pulse,PASS,0,0,0,0,0,0
Spiritomb,442,Ghost,Dark,PU,COMMON,,Aguav Berry,Infiltrator,252 HP / 252 Atk / 4 Def,Adamant,,Pursuit,Sucker Punch,Foul Play,Will-O-Wisp,PASS,0,0,0,0,0,0
Spiritomb,442,Ghost,Dark,PU,COMMON,,Darkinium Z,Infiltrator,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Calm Mind,Dark Pulse,Rest,Sleep Talk,PASS,0,0,0,0,0,0
Spiritomb,442,Ghost,Dark,PU,COMMON,,Choice Band,Infiltrator,252 HP / 252 Atk / 4 Def,Brave,,Trick,Pursuit,Sucker Punch,Psychic,PASS,0,0,0,0,0,0
Spiritomb,442,Ghost,Dark,PU,COMMON,,Choice Band,Infiltrator,252 HP / 252 Atk / 4 Def,Adamant,,Shadow Sneak,Trick,Pursuit,Sucker Punch,PASS,0,0,0,0,0,0
Gible,443,Dragon,Ground,LC,NONE,,Berry Juice,Rough Skin,52 HP / 156 Def / 116 SpA / 156 SpD / 20 Spe,Bold,0 Atk,Draco Meteor,Stealth Rock,Earth Power,Fire Blast,PASS,0,0,0,0,0,0
Gabite,444,Dragon,Ground,NFE,NONE,,Eviolite,Rough Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Stealth Rock,Toxic,Earthquake,Dragon Claw,PASS,0,0,0,0,0,0
Gabite,444,Dragon,Ground,NFE,NONE,,Eviolite,Rough Skin,252 HP / 252 Def / 4 Spe,Impish,,Dragon Claw,Stealth Rock,Toxic,Earthquake,PASS,0,0,0,0,0,0
Gabite,444,Dragon,Ground,NFE,NONE,,Choice Scarf,Rough Skin,252 Atk / 4 Def / 252 Spe,Jolly,,Earthquake,Outrage,Dragon Claw,Stone Edge,PASS,0,0,0,0,0,0
Garchomp,445,Dragon,Ground,OU,ULTRA-RARE,,Choice Scarf,Rough Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Outrage,Earthquake,Fire Fang,Rock Slide,PASS,0,0,0,0,0,0
Garchomp,445,Dragon,Ground,OU,ULTRA-RARE,SAND,Garchompite,Rough Skin,4 Atk / 252 SpA / 252 Spe,Naive,,Draco Meteor,Stone Edge,Fire Blast,Earthquake,PASS,0,0,0,0,0,0
Garchomp,445,Dragon,Ground,OU,ULTRA-RARE,,Rockium Z,Rough Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Swords Dance,Earthquake,Stone Edge,Stealth Rock,PASS,0,0,0,0,0,0
Garchomp,445,Dragon,Ground,OU,ULTRA-RARE,,Rocky Helmet,Rough Skin,252 HP / 4 Def / 252 Spe,Jolly,,Stealth Rock,Fire Blast,Earthquake,Toxic,PASS,0,0,0,0,0,0
Garchomp,445,Dragon,Ground,OU,ULTRA-RARE,,Garchompite,Rough Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Stomping Tantrum,Dragon Claw,Swords Dance,Fire Fang,PASS,0,0,0,0,0,0
Garchomp,445,Dragon,Ground,OU,ULTRA-RARE,SAND,Garchompite,Rough Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Stone Edge,Swords Dance,Stealth Rock,Earthquake,PASS,0,0,0,0,0,0
Munchlax,446,Normal,,LC,NONE,,Berry Juice,Thick Fat,236 Atk / 36 Def / 236 SpD,Adamant,,Return,Earthquake,Pursuit,Recycle,PASS,0,0,0,0,0,0
Munchlax,446,Normal,,LC,NONE,,Berry Juice,Thick Fat,236 Atk / 36 Def / 236 SpD,Adamant,,Body Slam,Fire Punch,Whirlwind,Recycle,PASS,0,0,0,0,0,0
Munchlax,446,Normal,,LC,NONE,,Eviolite,Thick Fat,236 Atk / 36 Def / 236 SpD,Impish,,Rest,Return,Curse,Sleep Talk,PASS,0,0,0,0,0,0
Riolu,447,Fighting,,LC,NONE,,Eviolite,Prankster,116 HP / 196 Atk / 116 Def / 36 SpD / 36 Spe,Adamant,,Swords Dance,Copycat,High Jump Kick,Protect,PASS,0,0,0,0,0,0
Riolu,447,Fighting,,LC,NONE,,Eviolite,Prankster,116 HP / 196 Atk / 116 Def / 36 SpD / 36 Spe,Adamant,,Iron Tail,Swords Dance,Copycat,High Jump Kick,PASS,0,0,0,0,0,0
Riolu,447,Fighting,,LC,NONE,RAIN,Damp Rock,Prankster,116 HP / 196 Atk / 116 Def / 36 SpD / 36 Spe,Adamant,,High Jump Kick,Rain Dance,Swords Dance,Copycat,PASS,0,0,0,0,0,0
Lucario,448,Fighting,Steel,Uber,ULTRA-RARE,,Lucarionite,Inner Focus,252 Atk / 4 Def / 252 Spe,Jolly,,Close Combat,Bullet Punch,Meteor Mash,Swords Dance,PASS,0,0,0,0,0,0
Lucario,448,Fighting,Steel,UU,RARE,,Fightinium Z,Inner Focus,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Aura Sphere,Flash Cannon,Dark Pulse,Nasty Plot,PASS,0,0,0,0,0,0
Lucario,448,Fighting,Steel,Uber,ULTRA-RARE,,Lucarionite,Inner Focus,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Nasty Plot,Aura Sphere,Flash Cannon,Dark Pulse,PASS,0,0,0,0,0,0
Lucario,448,Fighting,Steel,UU,RARE,,Life Orb,Justified,252 Atk / 4 SpD / 252 Spe,Jolly,,Earthquake,Extreme Speed,Swords Dance,Close Combat,PASS,0,0,0,0,0,0
Lucario,448,Fighting,Steel,Uber,ULTRA-RARE,,Lucarionite,Steadfast,252 Atk / 4 Def / 252 Spe,Jolly,,Meteor Mash,Close Combat,Ice Punch,Earthquake,PASS,0,0,0,0,0,0
Lucario,448,Fighting,Steel,UU,RARE,,Darkinium Z,Justified,252 Atk / 4 SpD / 252 Spe,Jolly,,Close Combat,Swords Dance,Meteor Mash,Crunch,PASS,0,0,0,0,0,0
Hippopotas,449,Ground,,LC,NONE,,Eviolite,Sand Stream,132 HP / 20 Atk / 132 Def / 180 SpD / 20 Spe,Careful,,Slack Off,Stealth Rock,Earthquake,Whirlwind,PASS,0,0,0,0,0,0
Hippopotas,449,Ground,,LC,NONE,,Smooth Rock,Sand Stream,132 HP / 20 Atk / 132 Def / 180 SpD / 20 Spe,Careful,,Rock Tomb,Slack Off,Stealth Rock,Earthquake,PASS,0,0,0,0,0,0
Hippowdon,450,Ground,,UU,RARE,SAND,Leftovers,Sand Stream,252 HP / 4 Def / 252 SpD,Careful,,Earthquake,Yawn,Slack Off,Stealth Rock,PASS,0,0,0,0,0,0
